stem,n_routes,has_EN,assigned_EN,has_DE,assigned_DE,has_NL,assigned_NL,has_FR,assigned_FR,has_OTHER,assigned_OTHER,covered_any,example_ids
zaandam - waterland (loop),1,Y,,,,,,,,,,,27316581
zaandam - waterland (rondrit) nld,1,,,,,,,,,Y,,,54221058
zaandam - waterland (schleife),1,,,Y,,,,,,,,,54393638
zaandam - zaanse schans - alkmaar (via egmond & bollen),1,Y,,,,,,,,,,,54500498
zaandam - zaanse schans - alkmaar (via egmond),1,Y,Y,,,,,,,,,Y,19220574
zaandam - zaanse schans - alkmaar (via egmond) (white label),1,Y,,,,,,,,,,,54360750
zaandam - zaanse schans - alkmaar (via heiloo),1,Y,,,,,,,,,,,26537161
zaandam - zaanse schans - alkmaar (via heiloo) (white label),1,Y,,,,,,,,,,,54360749
zaandam - zaanse schans - alkmaar (via schermer),1,Y,Y,,,,,,,,,Y,32261520
zaandam - zaanse schans - alkmaar (via schermer) (before april),1,Y,,,,,,,,,,,53536917
zaandam - zaanse schans - alkmaar (via schermer) (before april) (white label),1,Y,,,,,,,,,,,54360751
zaandam - zaanse schans - alkmaar (via schermer) (white label),1,Y,,,,,,,,,,,54360752
zaandam - zaanse schans - alkmaar (über egmond),1,,,Y,,,,,,,,,53665613
zaandam - zaanse schans - alkmaar (über heiloo),1,,,Y,,,,,,,,,53665617
zaandam - zaanse schans - alkmaar (über schermer),1,,,Y,,,,,,,,,53665553
zaandam - zaanse schans - alkmaar (über schermer) (vor dem . april),1,,,Y,,,,,,,,,53665606
zaandam - zaanse schans - haarlem (city),1,Y,Y,,,,,,,,,Y,53704613
zaandam - zaanse schans - haarlem (city) (via ijmuiden),1,Y,Y,,,,,,,,,Y,19579488
zaandam - zaanse schans - haarlem (stadt),1,,,Y,,,,,,,,,26832055
zaandam - zaanse schans - haarlem (stadt) (über ijmuiden),1,,,Y,,,,,,,,,53665211
zaanse schans - alkmaar (via egmond),1,Y,,,,,,,,,,,53536593
zaanse schans - alkmaar (via egmond) (white label),1,Y,,,,,,,,,,,54360754
zaanse schans - alkmaar (via heiloo),1,Y,,,,,,,,,,,53536590
zaanse schans - alkmaar (via heiloo) (white label),1,Y,,,,,,,,,,,54360753
zaanse schans - alkmaar (über egmond),1,,,Y,,,,,,,,,53665482
zaanse schans - alkmaar (über heiloo),1,,,Y,,,,,,,,,53665480
zaanse schans - amsterdam (oosterdok),3,Y,,,,,,,,,,,"54564673,54564756,54564948"
zaanse schans - minervahaven,2,Y,,,,,,,,Y,,,"54723047,54723050"
zapuntel - molat,1,Y,,,,,,,,,,,49206713
zell (loop via kinheim & traben-trarbach) (traced),1,Y,,,,,,,,,,,55924753
zell (loop via kinheim & traben-trarbach) (traced) (traced),1,Y,,,,,,,,,,,55924822
zell - bernkastel - kues,1,,,Y,Y,,,,,,,Y,53657841
zell - bernkastel-kues,3,Y,Y,Y,,,,,,,,Y,"26613278,53805810,55992461"
zell - bernkastel-kues (traced),1,Y,,,,,,,,,,,55924746
zell - bernkastel-kues nld,1,,,,,,,,,Y,,,55568565
zell - cochem,4,Y,Y,Y,Y,,,,,,,Y,"29339437,53805747,55568600,55992748"
zell - cochem (traced),1,Y,,,,,,,,,,,55924748
zell - cochem kopie marc,2,Y,,Y,Y,,,,,,,Y,"53657633,53657853"
zell - cochem nld,1,,,,,,,,,Y,,,55568614
zons - cologne,1,Y,,,,,,,,,,,35202201
zuthpen - doesburg nld,1,,,,,,,,,Y,,,56021577
zwanenburg - zaanse schans,1,Y,,,,,,,,,,,54727587
zwolle - genemuiden - kampen,1,Y,,,,,,,,,,,55225396
zwolle - genemuiden - kampen nld,1,,,,,,,,,Y,,,35486927
zwolle - zwartsluis - kampen,1,Y,,,,,,,,,,,55226447
zwolle - zwartsluis - kampen nld,1,,,,,,,,,Y,,,34434694
épénancourt - pont-l'évêque (via ham),1,Y,,,,,,,,,,,55381711
