Row #;Tour (Tour__r.Name);Program;Day;Optie;Doel km;Gematchte CSV route;Verschil (km);Hoogtemeters;Zekerheid
507;Holland: Tulip Tour Premium 8days;Program: Tulip8 Prem;Day 3: Leiden – Gouda;Optie 2;43;Gouda - Uithoorn 43 km ENG 2026;0,23;106,6;Hoog
508;Holland: Tulip Tour Premium 8days;Program: Tulip8 Prem;Day 4: Gouda – Alphen a/d Rijn | Alphen a/d Rijn – Kudelstaart or Oude Wetering;Optie 1;20;Alphen a/d Rijn - Uithoorn 24 km ENG 2026;4,41;63,2;Redelijk
508;Holland: Tulip Tour Premium 8days;Program: Tulip8 Prem;Day 4: Gouda – Alphen a/d Rijn | Alphen a/d Rijn – Kudelstaart or Oude Wetering;Optie 2;44;Leiden - Gouda 46 km ENG 2026;2,46;113,6;Redelijk
509;Holland: Tulip Tour Premium 8days;Program: Tulip8 Prem;Day 5: Kudelstaart/Oude Wetering – Flower auction | Aalsmeer – Amsterdam | Amste;Optie 1;32;Amsterdam (Buiksloterweg) - Zaanse Schans - Purmerend 34 km ENG 2026;2,33;94,9;Laag (niet toegepast)
510;Holland: Tulip Tour Premium 8days;Program: Tulip8 Prem;Day 6: Zaanse Schans/Zaandam – Alkmaar;Optie 1;40;Haarlem (Spaarndamseweg) - Alkmaar (via Heiloo) 41 km ENG 2026;0,84;111,5;Hoog
511;Holland: Tulip Tour Premium 8days;Program: Tulip8 Prem;Day 7: Alkmaar – Amsterdam;Optie 1;37;Purmerend - Alkmaar (via Heiloo) 37 km ENG 2026;0,24;113,1;Hoog
511;Holland: Tulip Tour Premium 8days;Program: Tulip8 Prem;Day 7: Alkmaar – Amsterdam;Optie 2;54;Alkmaar - Haarlem (city) 54 km ENG 2026;0,13;250,2;Hoog
578;Holland: Green Heart of Holland Guided;Green Heart guided;Day 2: Amsterdam – Zaandam | Zaandam – Zaanse Schans – Haarlem;Optie 1;40;Haarlem (city) - Leiden (via Cruquius) 40 km ENG 2026;0,16;129,9;Hoog
578;Holland: Green Heart of Holland Guided;Green Heart guided;Day 2: Amsterdam – Zaandam | Zaandam – Zaanse Schans – Haarlem;Optie 2;55;Zaandam - Zaanse Schans - Haarlem (city) (via IJmuiden) 51 km ENG 2026;4,3;220,4;Redelijk
579;Holland: Green Heart of Holland Guided;Green Heart guided;Day 3: Haarlem – North Sea coast – Leiden;Optie 1;42;Haarlem (city) - Leiden (via dunes) 46 km ENG 2026;3,6;221,3;Redelijk
579;Holland: Green Heart of Holland Guided;Green Heart guided;Day 3: Haarlem – North Sea coast – Leiden;Optie 2;50;Leiden - Delft - Rotterdam (Cool- & Maashaven) 50 km ENG 2026;0;179,9;Redelijk
580;Holland: Green Heart of Holland Guided;Green Heart guided;Day 4: Leiden – Delft;Optie 1;35;Leiden - Delft (via Zoetermeer) 32 km ENG 2026;2,81;101,8;Redelijk
580;Holland: Green Heart of Holland Guided;Green Heart guided;Day 4: Leiden – Delft;Optie 2;41;Leiden - Delft (via Den Haag) 38 km ENG 2026;3,48;152,3;Redelijk
581;Holland: Green Heart of Holland Guided;Green Heart guided;Day 5: Delft – Rotterdam – Kinderdijk | Kinderdijk – Schoonhoven – Gouda;Optie 1;23;Bosrandbrug - Amsterdam (Veemkade) 23 km ENG 2026;0;80,4;Laag (niet toegepast)
582;Holland: Green Heart of Holland Guided;Green Heart guided;Day 6: Gouda – Kudelstaart;Optie 1;45;Alblasserdam - Kinderdijk - Gouda (via Schoonhoven) 44 km ENG 2026;1,43;112,1;Redelijk
582;Holland: Green Heart of Holland Guided;Green Heart guided;Day 6: Gouda – Kudelstaart;Optie 2;55;Gouda - Kudelstaart 54 km ENG 2026;1,19;136,7;Redelijk
583;Holland: Green Heart of Holland Guided;Green Heart guided;Day 7: Kudelstaart – Aalsmeer – Amsterdam;Optie 1;32;Bosrandbrug - Amsterdam (Oosterdok) 36 km ENG 2026;3,65;143,3;Redelijk
628;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 2: Auxerre;Optie 1;29;Auxerre - Auxerre zonder Irancy  31 km DEU 2025  T;2,52;185,1;Redelijk
628;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 2: Auxerre;Optie 2;44;Auxerre - Migennes 43 km DEU 2025;0,44;215,3;Hoog
629;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 3: Auxerre – Joigny;Optie 1;28;Auxerre- Migennes 30 km DEU 2025 via Cheny;0,18;104,4;Hoog
629;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 3: Auxerre – Joigny;Optie 2;43;Auxerre - Auxerre with Irancy  43 km DEU 2025 T 7L ;0,68;323,4;Hoog
630;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 4: Joigny – Villeneuve-sur-Yonne;Optie 1;28;Villeneuve-sur-Yonne - Sens 28 km DEU 2025;0,34;95;Hoog
630;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 4: Joigny – Villeneuve-sur-Yonne;Optie 2;43;Pont-sur-Yonne - Montereau 44 km ENG 2025;0,47;369,3;Hoog
631;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 5: Villeneuve-sur-Yonne – Sens;Optie 1;28;Villeneuf - Sens 30 km DEU 2025;1,18;117;Redelijk
631;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 5: Villeneuve-sur-Yonne – Sens;Optie 2;52;Villeneuve-sur-Yonne - Sens 52 km DEU 2025;0,27;309;Hoog
632;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 6: Sens – Pont-sur-Yonne;Optie 1;20;Sens - Pont-sur-Yonne 20 km DEU 2025;0,66;81;Hoog
632;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 6: Sens – Pont-sur-Yonne;Optie 2;42;Sens - Pont-sur-Yonne 42 km DEU 2025;0,72;265,9;Hoog
633;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 7: Pont-sur-Yonne – Vinneuf | Vinneuf – Moret;Optie 1;35;Vinneuf - Moret  35km DEU 2025;0,09;250,2;Hoog
633;France: Northern Burgundy;Program: Auxerre - Moret-sur-Loing;Day 7: Pont-sur-Yonne – Vinneuf | Vinneuf – Moret;Optie 2;40;Moret - Melun (via Barbizon & Fontainebleau) 40 km ENG 2025;0,1;248,3;Hoog
644;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 2: Moret – Montereau – Pont sur Yonne;Optie 1;37;Vinneuf - Moret 38 km ENG 2026;1,23;284;Redelijk
644;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 2: Moret – Montereau – Pont sur Yonne;Optie 2;41;Sens - Pont sur Yonne 42km ENG 2026 (T);0,25;326,7;Hoog
645;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 3: Pont sur Yonne – Sens;Optie 1;20;Sens - Pont-sur-Yonne 20 km ENG 2025;0,66;81;Hoog
645;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 3: Pont sur Yonne – Sens;Optie 2;42;Sens - Pont-sur-Yonne 41 km ENG 2026;0,57;266;Hoog
646;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 4: Sens – Villeneuve sur Yonne;Optie 1;28;Villeneuve-sur-Yonne - Sens 28 km ENG 2026;0,11;115,8;Hoog
646;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 4: Sens – Villeneuve sur Yonne;Optie 2;52;Villeneuve-sur-Yonne - Sens 52km ENG 2026 (T);0,26;363,4;Hoog
647;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 5: Villeneuve sur Yonne – Joigny;Optie 1;23;Sens - Point sur Yonne 23km ENG 2026 (T);0,07;80,9;Hoog
647;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 5: Villeneuve sur Yonne – Joigny;Optie 2;47;Joigny - Sens 47 km ENG 2025 ;0,21;458,3;Hoog
648;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 6: Joigny – Auxerre;Optie 1;25;Joigny (loop to winery) 23 km ENG 2026;2,03;139,7;Redelijk
648;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 6: Joigny – Auxerre;Optie 2;38;Auxerre - Joigny 37 km ENG 2026;1,43;140,7;Redelijk
649;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 7: Auxerre;Optie 1;30;Auxerre - Vincelottes (loop) 32 km ENG 2026;1,51;185,5;Redelijk
649;France: Northern Burgundy;Program: Moret-sur-Loing - Auxerre;Day 7: Auxerre;Optie 2;42;Auxerre - Irancy (loop) 42 km ENG 2026;0,39;341,6;Hoog
676;Holland: 5-day Tulip Tour Premium;5-day Tulip tour Premium;Day 2: Haarlem - Keukenhof - Haarlem;Optie 1;50;Haarlem - Nordsee - Haarlem 50 km DEU 2026;0,05;242,3;Hoog
677;Holland: 5-day Tulip Tour Premium;5-day Tulip tour Premium;Day 3: Haarlem - Alkmaar;Optie 1;50;Amsterdam (Minerva) - Haarlem - Amsterdam (Minerva) 50 km DEU 2024;0,25;185,2;Hoog
678;Holland: 5-day Tulip Tour Premium;5-day Tulip tour Premium;Day 4: Alkmaar - Zaanse Schans | Zaanse Schans - Amsterdam;Optie 1;41;Amsterdam (Minerva) - Haarlem (loop) 40 km ENG 2026;0,79;142,6;Hoog
681;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 2: Wijk bij Duurstede – Wageningen | Wageningen – Arnhem;Optie 1;37;Wageningen - Arnhem (via Veluwe & Airborne museum) 37 km ENG 2026;0,02;250,7;Hoog
681;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 2: Wijk bij Duurstede – Wageningen | Wageningen – Arnhem;Optie 2;44;Wageningen - Arnhem (via Veluwe) ENG 43 km 2026;0,55;202,5;Hoog
682;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 3: Arnhem – Doesburg | Doesburg – Zutphen | Zutphen – Deventer;Optie 1;27;Wageningen - Arnhem (via Heteren & Airborne Museum) 27 km ENG 2026;0,01;168,1;Hoog
682;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 3: Arnhem – Doesburg | Doesburg – Zutphen | Zutphen – Deventer;Optie 2;44;Doesburg - Zutphen (via Vorden) 44 km ENG 2026;0,14;136,6;Hoog
683;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 4: Deventer – Wijhe | Wijhe – Kampen;Optie 1;40;Wijhe - Kampen (via Hattem) 38 km ENG 2026;2,38;152,6;Redelijk
683;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 4: Deventer – Wijhe | Wijhe – Kampen;Optie 2;56;Doesburg - Deventer (via Wichmond & Zutphen) 57 km ENG 2026;0,94;173;Hoog
684;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 5: Kampen – Elburg – Harderwijk;Optie 1;48;Kampen - Harderwijk (via Elburg) 48 km ENG 2026;0,33;117,9;Hoog
684;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 5: Kampen – Elburg – Harderwijk;Optie 2;56;Kampen - Hattem (loop) 54 km ENG 2026;1,92;163,6;Redelijk
685;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 6: Harderwijk – Bunschoten – Spakenburg;Optie 1;41;Harderwijk - Spakenburg (via Putten) 41 km ENG 2026;0,14;141;Hoog
685;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 6: Harderwijk – Bunschoten – Spakenburg;Optie 2;61;Harderwijk - Spakenburg (via Veluwe & Nijkerk) 62 km ENG 2026;0,56;240,6;Hoog
686;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 7: Spakenburg – Huizen | Huizen  – Naarden – Muiden – Amsterdam;Optie 1;35;Huizen - Amsterdam (Tolhuis-Buiksloterweg) 35 km ENG 2026;0,59;133;Hoog
686;Netherlands: Historic Hanseatic cities;Program: Hanseatic Boutique Premium;Day 7: Spakenburg – Huizen | Huizen  – Naarden – Muiden – Amsterdam;Optie 2;49;Huizen - Amsterdam (Tolhuis-Buiksloterweg) (via Crailoo) 50 km ENG 2025;0,61;212,1;Hoog
762;Germany: 8-day Cochem – Metz or v.v.;Program: Cochem - Metz;Day 2: Cochem – Zell;Optie 1;39;Cochem - Zell 37 km ENG 2026;1,87;232,5;Redelijk
763;Germany: 8-day Cochem – Metz or v.v.;Program: Cochem - Metz;Day 3: Zell on the Moselle – Bernkastel-Kues;Optie 1;45;Zell - Bernkastel-Kues 44 km ENG 2026;1,12;299,7;Redelijk
764;Germany: 8-day Cochem – Metz or v.v.;Program: Cochem - Metz;Day 4:  Bernkastel-Kues – Neumagen – Schweich | Schweich –Trier;Optie 1;28;Neumagen - Schweich 27 km ENG 2025;0,6;194;Hoog
764;Germany: 8-day Cochem – Metz or v.v.;Program: Cochem - Metz;Day 4:  Bernkastel-Kues – Neumagen – Schweich | Schweich –Trier;Optie 2;54;Bernkastel-Kues - Schweich 54 km ENG 2026;0,03;354,1;Hoog
765;Germany: 8-day Cochem – Metz or v.v.;Program: Cochem - Metz;Day 5: Trier – Saarburg;Optie 1;28;Trier (centre)  - Saarburg 29 km ENG 2026;0,55;236,2;Hoog
766;Germany: 8-day Cochem – Metz or v.v.;Program: Cochem - Metz;Day 6: Saarburg – Remich;Optie 1;45;Remich - Thionville 45 km ENG 2026;0,23;246,2;Hoog
766;Germany: 8-day Cochem – Metz or v.v.;Program: Cochem - Metz;Day 6: Saarburg – Remich;Optie 2;53;Saarburg - Remich (via river) 53 km ENG 2026;0,53;311,5;Hoog
767;Germany: 8-day Cochem – Metz or v.v.;Program: Cochem - Metz;Day 7: Remich – Schengen | Schengen – Thionville | Thionville – Metz;Optie 1;30;Schengen - Thionville 35 km ENG 2026;4,53;193,1;Redelijk
770;Germany: 8-day Cochem – Metz or v.v.;Program: Metz - Cochem;Day 2: Metz – Remich;Optie 1;41;Remich - Saarburg (via Mannebach) 40 km ENG 2026;1,21;470,7;Redelijk
770;Germany: 8-day Cochem – Metz or v.v.;Program: Metz - Cochem;Day 2: Metz – Remich;Optie 2;49;Richemont - Remich 52 km ENG 2026;2,85;269,6;Redelijk
771;Germany: 8-day Cochem – Metz or v.v.;Program: Metz - Cochem;Day 3: Remich – Saarburg;Optie 1;40;Saarburg - Trier (Pfalzel / Ostkai) 38 km ENG 2026;2,32;230,4;Redelijk
771;Germany: 8-day Cochem – Metz or v.v.;Program: Metz - Cochem;Day 3: Remich – Saarburg;Optie 2;48;Remich - Saarburg (via river) 48 km ENG 2026;0,03;317,3;Hoog
772;Germany: 8-day Cochem – Metz or v.v.;Program: Metz - Cochem;Day 4: Saarburg – Trier;Optie 1;32;Saarburg - Trier (centre) (via Igel) 34 km ENG 2026;1,47;208,3;Redelijk
773;Germany: 8-day Cochem – Metz or v.v.;Program: Metz - Cochem;Day 5: Trier – Schweich | Schweich – Neumagen – Bernkastel-Kues;Optie 1;27;Saarburg - Trier (centre) 28 km ENG 2026;1,3;174,7;Redelijk
773;Germany: 8-day Cochem – Metz or v.v.;Program: Metz - Cochem;Day 5: Trier – Schweich | Schweich – Neumagen – Bernkastel-Kues;Optie 2;53;Schweich - Bernkastel-Kues 55 km ENG 2026;1,49;358,3;Redelijk
774;Germany: 8-day Cochem – Metz or v.v.;Program: Metz - Cochem;Day 6: Bernkastel-Kues – Traben-Trarbach – Zell on the Moselle;Optie 1;45;Bernkastel-Kues - Zell 45 km ENG 2026;0,01;260,4;Hoog
775;Germany: 8-day Cochem – Metz or v.v.;Program: Metz - Cochem;Day 7: Zell – Beilstein – Cochem;Optie 1;39;Zell - Cochem 39 km ENG 2026;0,22;301,1;Hoog
933;Netherlands: Discover Friesland;Program Discover Friesland;Day 2: Stavoren – Makkum | Makkum – Terschelling;Optie 1;31;Heeg-Stavoren 32km NLD;0,48;72;Redelijk
933;Netherlands: Discover Friesland;Program Discover Friesland;Day 2: Stavoren – Makkum | Makkum – Terschelling;Optie 2;49;Stavoren - Makkum 49 km NLD 2026;0,24;124,4;Hoog
934;Netherlands: Discover Friesland;Program Discover Friesland;Day 3: Terschelling | Terschelling - Harlingen;Optie 1;42;Harlingen - Franeker - Leeuwarden 42 km NLD 2026;0,04;108,3;Hoog
935;Netherlands: Discover Friesland;Program Discover Friesland;Day 4: Harlingen – Franeker – Leeuwarden;Optie 1;42;Leeuwarden - Grou 41 km NLD 2026;1,44;91;Redelijk
935;Netherlands: Discover Friesland;Program Discover Friesland;Day 4: Harlingen – Franeker – Leeuwarden;Optie 2;51;Harlingen - Franeker - Leeuwarden 51 km NLD 2026;0,18;104,2;Hoog
936;Netherlands: Discover Friesland;Program Discover Friesland;Day 5: Leeuwarden – De Alde Feanen – Grou;Optie 1;40;Grou-Heeg 37km NLD;2,97;84,9;Redelijk
937;Netherlands: Discover Friesland;Program Discover Friesland;Day 6: Grou – Sneek;Optie 1;46;Grou-Heeg 46km NLD;0,24;115,3;Hoog
937;Netherlands: Discover Friesland;Program Discover Friesland;Day 6: Grou – Sneek;Optie 2;53;Grou - Sneek 53 km NLD 2026;0,83;133,1;Hoog
938;Netherlands: Discover Friesland;Program Discover Friesland;Day 7: Sneek  – Spannenburg | Spannenburg - Lemmer | Lemmer – Enkhuizen;Optie 1;33;Spannenburg-Lemmer 33km NLD 2026;0,22;121,4;Hoog
938;Netherlands: Discover Friesland;Program Discover Friesland;Day 7: Sneek  – Spannenburg | Spannenburg - Lemmer | Lemmer – Enkhuizen;Optie 2;41;Spannenburg-Lemmer 41km NLD 2026;0,36;134,2;Hoog
945;North Holland landscapes and seascapes;program N-H;Day 1: Amsterdam – Zaandam | Zaandam – Zaanse Schans;Optie 1;8;Test ride: Zaanse Schans 8,4 km ENG 2026;0,37;26,3;Hoog
946;North Holland landscapes and seascapes;program N-H;Day 2: Zaanse Schans – Alkmaar;Optie 1;29;Alkmaar - Sint Maartensvlotbrug 29 km ENG 2026;0,24;121,1;Redelijk
946;North Holland landscapes and seascapes;program N-H;Day 2: Zaanse Schans – Alkmaar;Optie 2;40;Texel (loop Oudeschild) 42 km ENG 2026;1,53;139,1;Laag (niet toegepast)
947;North Holland landscapes and seascapes;program N-H;Day 3: Alkmaar – St. Maartensvlotbrug – Den Helder | Den Helder – Texel;Optie 1;30;Sint Maartensvlotbrug - Den Helder (via coast) 27 km ENG 2026;3,03;111,7;Redelijk
947;North Holland landscapes and seascapes;program N-H;Day 3: Alkmaar – St. Maartensvlotbrug – Den Helder | Den Helder – Texel;Optie 2;53;Texel (loop Oudeschild, full circle) 53 km ENG 2026;0,21;173,3;Hoog
948;North Holland landscapes and seascapes;program N-H;Day 4: Texel, round trip | Texel – Medemblik;Optie 1;43;Texel (loop ferry) 43 km ENG 2026;0,37;139,8;Hoog
948;North Holland landscapes and seascapes;program N-H;Day 4: Texel, round trip | Texel – Medemblik;Optie 2;48;Texel (loop ferry) 49 km ENG 2026;0,48;151,3;Hoog
949;North Holland landscapes and seascapes;program N-H;Day 5: Medemblik – Enkhuizen;Optie 1;39;Medemblik - Enkhuizen (via Twisk) 40 km ENG 2026;0,53;95,8;Hoog
949;North Holland landscapes and seascapes;program N-H;Day 5: Medemblik – Enkhuizen;Optie 2;51;Alkmaar - Den Helder 51 km ENG 2026;0,12;209,2;Laag (niet toegepast)
950;North Holland landscapes and seascapes;program N-H;Day 6: Enkhuizen – Hoorn;Optie 1;23;Medemblik - Enkhuizen (via coast) 24 km ENG 2026;1,2;71,4;Redelijk
950;North Holland landscapes and seascapes;program N-H;Day 6: Enkhuizen – Hoorn;Optie 2;35;Hoorn (loop) 35 km ENG 2026;0,01;96,3;Hoog
951;North Holland landscapes and seascapes;program N-H;Day 7: Hoorn – Volendam | Volendam – Amsterdam;Optie 1;23;Hoorn - Volendam 24 km ENG 2026;1,41;62,8;Redelijk
951;North Holland landscapes and seascapes;program N-H;Day 7: Hoorn – Volendam | Volendam – Amsterdam;Optie 2;45;Volendam - Amsterdam (Oosterdok) (via Marken) 50 km ENG 2026;5;130,1;Redelijk
969;Cochem - Aschaffenburg or v.v.;Program: Cochem - Aschaffenburg;Day 2: Cochem – Karden | Karden – Koblenz;Optie 1;38;Treis-Karden - Winningen (über Burg Eltz) 34 km DEU 2026;4,32;312,2;Redelijk
970;Cochem - Aschaffenburg or v.v.;Program: Cochem - Aschaffenburg;Day 3: Koblenz – St. Goar;Optie 1;37;Koblenz - Sankt Goar 37 km DEU 2026;0,49;239,8;Hoog
971;Cochem - Aschaffenburg or v.v.;Program: Cochem - Aschaffenburg;Day 4: St. Goar – Oberwesel | Oberwesel – Rüdesheim (Bingen);Optie 1;23;Oberwesel - Rüdesheim 26 km DEU 2026;2,85;150,2;Redelijk
971;Cochem - Aschaffenburg or v.v.;Program: Cochem - Aschaffenburg;Day 4: St. Goar – Oberwesel | Oberwesel – Rüdesheim (Bingen);Optie 2;30;Rüdesheim - Mainz (entlang Fluss) 32 km DEU 2026;1,53;149,6;Redelijk
972;Cochem - Aschaffenburg or v.v.;Program: Cochem - Aschaffenburg;Day 5: Rüdesheim (Bingen) – Mainz;Optie 1;35;Rüdesheim - Mainz 34 km DEU 2026;1,04;196,1;Redelijk
972;Cochem - Aschaffenburg or v.v.;Program: Cochem - Aschaffenburg;Day 5: Rüdesheim (Bingen) – Mainz;Optie 2;43;Mainz - Frankfurt 43 km DEU 2026;0,09;250,3;Hoog
973;Cochem - Aschaffenburg or v.v.;Program: Cochem - Aschaffenburg;Day 6: Mainz – Frankfurt-am-Main;Optie 1;40;Rüdesheim - Mainz (über Kloster) 39 km DEU 2026;1,26;324,8;Redelijk
974;Cochem - Aschaffenburg or v.v.;Program: Cochem - Aschaffenburg;Day 7: Frankfurt-am-Main – Aschaffenburg;Optie 1;50;Offenbach - Aschaffenburg 50 km DEU 2026;0,25;211,7;Hoog
977;Cochem - Aschaffenburg or v.v.;Program: Aschaffenburg - Cochem;Day 2: Asschaffenburg – Frankfurt-am-Main;Optie 1;50;Offenbach - Aschaffenburg 49 km ENG 2026;0,7;204,9;Laag (niet toegepast)
978;Cochem - Aschaffenburg or v.v.;Program: Aschaffenburg - Cochem;Day 3: Frankfurt-am-Main – Mainz;Optie 1;40;Rüdesheim - Mainz 40km ENG 2026;0,92;401,2;Redelijk
979;Cochem - Aschaffenburg or v.v.;Program: Aschaffenburg - Cochem;Day 4: Mainz – Rüdesheim (Bingen);Optie 1;35;Rüdesheim - Mainz 34 km ENG 2026;0,61;193,6;Hoog
979;Cochem - Aschaffenburg or v.v.;Program: Aschaffenburg - Cochem;Day 4: Mainz – Rüdesheim (Bingen);Optie 2;43;Mainz - Frankfurt 43 km ENG 2026;0,06;207;Hoog
980;Cochem - Aschaffenburg or v.v.;Program: Aschaffenburg - Cochem;Day 5: Rüdesheim (Bingen) – St. Goar;Optie 1;40;Rüdesheim - Mainz (via monastery) 39 km ENG 2026;0,93;295;Hoog
981;Cochem - Aschaffenburg or v.v.;Program: Aschaffenburg - Cochem;Day 6: St. Goar – Koblenz;Optie 1;45;Treis-Karden - Koblenz (via Burg Eltz) 44 km ENG 2026;0,41;370,1;Hoog
982;Cochem - Aschaffenburg or v.v.;Program: Aschaffenburg - Cochem;Day 7: Koblenz – Alken | Alken – Moselkern – Cochem;Optie 1;40;Koblenz - Sankt Goar 37 km ENG 2026;2,64;238,4;Redelijk
1236;Netherlands & Germany: Amsterdam - Cochem Premium;Program: Amsterdam - Cochem;Day 2: Wijk bij Duurstede – Wageningen | Wageningen – Arnhem | Arnhem – Rees;Optie 1;35;Wageningen-Arnhem 35 km DEU 2023;0,23;169,3;Hoog
1236;Netherlands & Germany: Amsterdam - Cochem Premium;Program: Amsterdam - Cochem;Day 2: Wijk bij Duurstede – Wageningen | Wageningen – Arnhem | Arnhem – Rees;Optie 2;44;Wageningen - Arnhem 43 km DEU for 2025;0,39;202,2;Hoog
1237;Netherlands & Germany: Amsterdam - Cochem Premium;Program: Amsterdam - Cochem;Day 3: Rees – Wesel | Wesel – Duisburg | Duisburg – Düsseldorf;Optie 1;40;Wesel - Ruhrort 40 km DEU 2023;1,71;121,8;Redelijk
1238;Netherlands & Germany: Amsterdam - Cochem Premium;Program: Amsterdam - Cochem;Day 4: Düsseldorf – Zons – Cologne;Optie 1;28;Zons - Cologne 28 km DEU 2023;0,03;130,4;Hoog
1238;Netherlands & Germany: Amsterdam - Cochem Premium;Program: Amsterdam - Cochem;Day 4: Düsseldorf – Zons – Cologne;Optie 2;54;Düsseldorf - Cologne 54 km DEU 2023;1,28;232,9;Redelijk
1239;Netherlands & Germany: Amsterdam - Cochem Premium;Program: Amsterdam - Cochem;Day 5: Cologne – Bonn;Optie 1;38;Cologne - Bonn 38 km DEU 2023;0,28;180;Hoog
1240;Netherlands & Germany: Amsterdam - Cochem Premium;Program: Amsterdam - Cochem;Day 6: Bonn – Remagen | Remagen – Koblenz;Optie 1;44;Remagen - Koblenz 44 km DEU 2023;0,05;191,8;Hoog
1241;Netherlands & Germany: Amsterdam - Cochem Premium;Program: Amsterdam - Cochem;Day 7: Koblenz – Alken | Alken – Moselkern – Cochem;Optie 1;40;Alken - Cochem 37 km DEU 2023;2,77;335,2;Redelijk
1428;Italy: Sicily and Aeolian Islands;Sicily Sundial;Day 2: Milazzo;Optie 1;15;Milazzo - Cape Milazzo - Milazzo ENG 2025;1,56;166;Redelijk
1429;Italy: Sicily and Aeolian Islands;Sicily Sundial;Day 3: Milazzo Marina – Vulcano Island | Vulcano, roundtripo – Vulcano Island |;Optie 1;20;Marina Capo d'Orlando - Gioioa Marea ENG 2026;0,73;235,4;Laag (niet toegepast)
1432;Italy: Sicily and Aeolian Islands;Sicily Sundial;Day 6: Salina | Salina – Lipari;Optie 1;20;Vulcano Porto - Capo Grillo - Vulcano Porto ENG 2025;3,5;412,2;Laag (niet toegepast)
1433;Italy: Sicily and Aeolian Islands;Sicily Sundial;Day 7: Lipari | Lipari – Milazzo;Optie 1;25;Lipari roundtour 26km ENG 2025;0,75;581,3;Hoog
1436;Italy: Sicily and Aeolian Islands;Sicily Tersane IV;Day 2: Capo d’Orlando Marina;Optie 1;26;Salina roundtour 26 km ENG 2025;0,03;530,8;Laag (niet toegepast)
1437;Italy: Sicily and Aeolian Islands;Sicily Tersane IV;Day 3: Capo d’Orlando Marina – Vulcano Island | Vulcano, roundtrip;Optie 1;20;Marina Capo d'Orlando - Gioioa Marea ENG 2026;0,73;235,4;Hoog
1440;Italy: Sicily and Aeolian Islands;Sicily Tersane IV;Day 6: Salina | Salina – Lipari;Optie 1;20;Vulcano Porto - Capo Grillo - Vulcano Porto ENG 2025;3,5;412,2;Laag (niet toegepast)
1441;Italy: Sicily and Aeolian Islands;Sicily Tersane IV;Day 7: Lipari - Capo d’Orlando Marina;Optie 1;25;Lipari roundtour 26km ENG 2025;0,75;581,3;Hoog
1452;9 days Cochem – Metz or v.v.;9 days Cochem - Metz;Day 2: Cochem – Zell;Optie 1;39;Zell - Cochem 39 km ENG 2026;0,22;301,1;Hoog
1453;9 days Cochem – Metz or v.v.;9 days Cochem - Metz;Day 3: Zell an der Moselle – Bernkastel-Kues;Optie 1;45;Bernkastel-Kues - Zell 45 km ENG 2026;0,01;260,4;Hoog
1454;9 days Cochem – Metz or v.v.;9 days Cochem - Metz;Day 4:  Bernkastel-Kues – Neumagen – Schweich | Schweich –Trier;Optie 1;28;Saarburg - Trier (centre) 28 km ENG 2026;0,3;174,7;Hoog
